Permit Number,Permit Type,Permit Type Definition,Permit Creation Date,Block,Lot,Street Number,Street Number Suffix,Street Name,Street Suffix,Unit,Unit Suffix,Description,Current Status,Current Status Date,Filed Date,Issued Date,Completed Date,First Construction Document Date,Structural Notification,Number of Existing Stories,Number of Proposed Stories,Voluntary Soft-Story Retrofit,Fire Only Permit,Permit Expiration Date,Estimated Cost,Revised Cost,Existing Use,Existing Units,Proposed Use,Proposed Units,Plansets,TIDF Compliance,Existing Construction Type,Existing Construction Type Description,Proposed Construction Type,Proposed Construction Type Description,Site Permit,Supervisor District,Neighborhoods - Analysis Boundaries,Zipcode,Location,Record ID,Range
201301258748,8,otc alterations permit,01/25/2013,0262,020,100,,Pine,St,,,"revision to pa# 201212115944.  revise reference to existing corridor from 2 hr to 1 hr on both floors 16 & 17; add note to new work for wall/partition no.1606a is 20 min door, s-label (smoke gasketed)  and 1-hour wall on floor 17; reference permit application no. 2012-1211-5944",complete,05/20/2013,01/25/2013,02/01/2013,05/20/2013,02/01/2013,,33.0,33.0,,,01/27/2014,1.0,1.0,office,,office,,2.0,,1.0,constr type 1,1.0,constr type 1,,3.0,Financial District/South Beach,94111.0,"(37.792635570892635, -122.39899511726274)",129430066079.0,74
201301258749,8,otc alterations permit,01/25/2013,0672,007,1460,,Sutter,St,0.0,,"no windows & no doors on this permit.  remodel kitchen.  cabinets, counter top, sink. no lighting change.",complete,05/02/2013,01/25/2013,01/25/2013,05/02/2013,01/25/2013,,3.0,3.0,,,01/20/2014,4500.0,9500.0,apartments,16.0,apartments,16.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,2.0,Western Addition,94109.0,"(37.78746567734522, -122.4244741249947)",1294301396718.0,31
201301258750,8,otc alterations permit,01/25/2013,1722,028,1266,,29th,Av,,,"remodel 1st floor (garage)-add 3 bedrooms, 1/2 bathroom, laundry room & storage room",complete,06/25/2013,01/25/2013,01/28/2013,06/25/2013,01/28/2013,,3.0,3.0,,,01/23/2014,53000.0,60000.0,1 family dwelling,1.0,1 family dwelling,1.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,4.0,Sunset/Parkside,94122.0,"(37.76381071272666, -122.48756013082156)",1294302111633.0,83
201301258752,8,otc alterations permit,01/25/2013,0672,007,1460,,Sutter,St,0.0,,"no windows & no doors on this permit.  remodel kitchen.  cabinets, counter top, sink. no lighting change.",complete,05/02/2013,01/25/2013,01/25/2013,05/02/2013,01/25/2013,,3.0,3.0,,,01/20/2014,8000.0,9500.0,apartments,16.0,apartments,16.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,2.0,Western Addition,94109.0,"(37.78746567734522, -122.4244741249947)",1294303396718.0,66
201301258751,3,additions alterations or repairs,01/25/2013,4106,024,953,,Indiana,St,,,"(e) mezz is to be removed & a new +/- 5000 sq ft 2nd story is to be added within the current bldg shell. no new height. add new windows, plumbing, elec, mech fire sprinkler & ti improvement thruout.",complete,10/28/2013,01/25/2013,03/12/2013,10/28/2013,03/21/2013,Y,1.0,2.0,,,02/25/2016,1700000.0,1700000.0,office,0.0,office,0.0,2.0,,3.0,constr type 3,3.0,constr type 3,Y,10.0,Potrero Hill,94107.0,"(37.75878617138282, -122.39095840775181)",1294304170878.0,19
201301258753,8,otc alterations permit,01/25/2013,2124A,024B,1910,,11th,Av,,,"1)add one new family room, bath room and enclosed extg entry at ground floor per plan. 2)new wood deck attached to the rear of extg  bldg at ground floor.",complete,08/15/2013,01/25/2013,01/25/2013,08/15/2013,01/25/2013,Y,2.0,2.0,,,01/20/2014,3000.0,3500.0,1 family dwelling,1.0,1 family dwelling,1.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,7.0,Inner Sunset,94116.0,"(37.75248681644429, -122.4674339073591)",1294305126781.0,31
201301258756,8,otc alterations permit,01/25/2013,4793,003,1150,,Thomas,Av,,,install automatic sprinkler system,issued,05/20/2013,01/25/2013,05/20/2013,,05/20/2013,,2.0,2.0,,Y,05/15/2014,35000.0,85000.0,"warehouse,no frnitur",0.0,"warehouse,no frnitur",0.0,2.0,,1.0,constr type 1,1.0,constr type 1,,10.0,Bayview Hunters Point,94124.0,"(37.72595290725483, -122.38269220184294)",1294306175190.0,19
201301258754,8,otc alterations permit,01/25/2013,3721,120,555,,Mission,St,0.0,,"add 3 speaker/strobes, 2 strobes & 1 smoke detector due to ti of suite 250 reference pa#2013-01-02-7062",complete,12/10/2013,01/25/2013,01/25/2013,12/10/2013,01/25/2013,,34.0,34.0,,Y,01/20/2014,3500.0,3500.0,office,0.0,office,0.0,2.0,,1.0,constr type 1,1.0,constr type 1,,6.0,Financial District/South Beach,94105.0,"(37.78844687010813, -122.398641487075)",1294307394511.0,39
201301258755,8,otc alterations permit,01/25/2013,1201,011,1324,,Hayes,St,,,"repair (e) rear stairs less than 50%. bring guardrails up to code with maximum spacing 4"", add handrail, add risers, add cross braces.",complete,07/25/2013,01/25/2013,01/25/2013,07/25/2013,01/25/2013,,3.0,3.0,,,01/20/2014,2000.0,3000.0,2 family dwelling,2.0,2 family dwelling,2.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,5.0,Hayes Valley,94117.0,"(37.77511840915876, -122.43831970277762)",129430892190.0,39
201301258755,8,otc alterations permit,01/25/2013,1201,011,1326,,Hayes,St,,,"repair (e) rear stairs less than 50%. bring guardrails up to code with maximum spacing 4"", add handrail, add risers, add cross braces.",complete,07/25/2013,01/25/2013,01/25/2013,07/25/2013,01/25/2013,,3.0,3.0,,,01/20/2014,2000.0,3000.0,2 family dwelling,2.0,2 family dwelling,2.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,5.0,Hayes Valley,94117.0,"(37.77511840915876, -122.43831970277762)",1294309489508.0,61
201301258757,8,otc alterations permit,01/25/2013,3735,059,201,,03rd,St,,,add 4 duct detectors 11 speaker strobe 2 speakers 6 strobes replace 2 existing strobes on 8th floor,issued,01/25/2013,01/25/2013,01/25/2013,,01/25/2013,,12.0,12.0,,Y,01/20/2014,14000.0,14000.0,office,0.0,office,0.0,2.0,,1.0,constr type 1,1.0,constr type 1,,6.0,Financial District/South Beach,94105.0,"(37.78505019963713, -122.39981703549276)",1294310347067.0,97
M368227,8,otc alterations permit,01/25/2013,3576,061,657,,Valencia,St,,,street space,issued,01/25/2013,01/25/2013,01/25/2013,,01/25/2013,,,,,,,,1.0,,,,,,,,,,,,9.0,Mission,94110.0,"(37.7624177659776, -122.4213651681186)",1294311159451.0,44
201301258759,3,additions alterations or repairs,01/25/2013,0814,020,100,,Van Ness,Av,,,erection of tower crane attached to existing building,cancelled,04/19/2013,01/25/2013,03/04/2013,,03/04/2013,,28.0,28.0,,,02/17/2016,200000.0,200000.0,tower,0.0,tower,0.0,2.0,,1.0,constr type 1,1.0,constr type 1,,6.0,Tenderloin,94102.0,"(37.77672111209207, -122.41917732402358)",129431282089.0,54
M368228,8,otc alterations permit,01/25/2013,2623,001,340,,Castro,St,0.0,,street space,issued,01/25/2013,01/25/2013,01/25/2013,,01/25/2013,,,,,,,,1.0,,,,,,,,,,,,8.0,Castro/Upper Market,94114.0,"(37.76333684706056, -122.43556069615713)",1294313418269.0,94
M368228,8,otc alterations permit,01/25/2013,2623,001,342,,Castro,St,,,street space,issued,01/25/2013,01/25/2013,01/25/2013,,01/25/2013,,,,,,,,1.0,,,,,,,,,,,,8.0,Castro/Upper Market,94114.0,"(37.76333684706056, -122.43556069615713)",1294314261828.0,62
M368228,8,otc alterations permit,01/25/2013,2623,001,344,,Castro,St,0.0,,street space,issued,01/25/2013,01/25/2013,01/25/2013,,01/25/2013,,,,,,,,1.0,,,,,,,,,,,,8.0,Castro/Upper Market,94114.0,"(37.76333684706056, -122.43556069615713)",1294315418270.0,76
201301258758,3,additions alterations or repairs,01/25/2013,6588,001B,709,,27th,St,,,"horiz. addition at front + rear + (n) 3rd story vertical addtion. at 1st flr: remodeled garage, (n) bath, (n) storage; 2nd flr: remodeled kitchen, living/dining rms, (n) w.c, deck,closets; 3rd flr: 3 (n) bedrms, 2 (n) baths, closets + deck. (n) interior stairs & (n) exterior spiral stairs. (n)",issued,04/04/2014,01/25/2013,04/04/2014,,11/26/2014,Y,2.0,3.0,,,03/19/2017,410000.0,466991.47,1 family dwelling,1.0,1 family dwelling,1.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),Y,8.0,Noe Valley,94131.0,"(37.746147414585906, -122.43616931258141)",1294316208235.0,16
201301258760,3,additions alterations or repairs,01/25/2013,3778,047,610,,Brannan,St,,,install new canopy. this structure shall be used as a recyling drop off center. not open to the public only for employee use.,approved,11/25/2013,01/25/2013,,,,,1.0,1.0,,,,50000.0,50000.0,office,,office,,2.0,,5.0,wood frame (5),5.0,wood frame (5),,6.0,South of Market,94107.0,"(37.776626865455796, -122.39955541757895)",1294317167461.0,80
201301258761,3,additions alterations or repairs,01/25/2013,3750,087,611,,Folsom,St,,,install new roof top air handler and duct work.,complete,10/15/2013,01/25/2013,05/21/2013,10/15/2013,05/21/2013,,9.0,9.0,,,05/05/2016,750000.0,750000.0,office,0.0,office,0.0,2.0,,1.0,constr type 1,1.0,constr type 1,,6.0,Financial District/South Beach,94107.0,"(37.784980011020295, -122.39653617063878)",1294318378039.0,6
201301258762,8,otc alterations permit,01/25/2013,3923,006,1550,,Bryant,St,,,"4th floor-automatic fire sprinkler tenant improvement to suite #470, add 3 pendent sprinklers. ti pa# 2013-0108-7448",complete,02/13/2013,01/25/2013,01/25/2013,02/13/2013,01/25/2013,,12.0,12.0,,Y,01/20/2014,5000.0,5000.0,office,0.0,office,0.0,2.0,,1.0,constr type 1,1.0,constr type 1,,9.0,Mission,94103.0,"(37.767575019711344, -122.41115653134167)",1294319168058.0,68
201301258763,8,otc alterations permit,01/25/2013,0543,023,1899,,Union,St,,,reroofing,complete,02/27/2013,01/25/2013,01/25/2013,02/27/2013,01/25/2013,,2.0,2.0,,,01/20/2014,9275.0,9275.0,retail sales,0.0,retail sales,0.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,2.0,Marina,94123.0,"(37.79754256786179, -122.43031620741439)",1294320372989.0,45
201301258765,8,otc alterations permit,01/25/2013,3923,006,1550,,Bryant,St,,,"suites #525/535/545-automatic fire sprinkler tenant improvements-relocate 3, add 2 & plug off 1, total of 6. ti pa# 2013-0108-7446",complete,02/04/2014,01/25/2013,01/25/2013,02/04/2014,01/25/2013,,12.0,12.0,,Y,01/20/2014,4000.0,4000.0,office,0.0,office,0.0,2.0,,1.0,constr type 1,1.0,constr type 1,,9.0,Mission,94103.0,"(37.767575019711344, -122.41115653134167)",1294321168058.0,84
201301258764,3,additions alterations or repairs,01/25/2013,0659,029,2345,,Pine,St,,,install new roof top air handler and ductwork,complete,09/20/2013,01/25/2013,04/11/2013,09/20/2013,04/11/2013,,2.0,2.0,,,03/26/2016,500000.0,500000.0,office,,office,,2.0,,2.0,constr type 2,2.0,constr type 2,,5.0,Pacific Heights,94115.0,"(37.78757971416514, -122.43441575902584)",1294322373239.0,30
201301258766,8,otc alterations permit,01/25/2013,0295,016,345,,Stockton,St,0.0,,"add 2 pendents, relocate 52 pendent, plug 3 & replace (e) 1 pendent to upright.",issued,01/25/2013,01/25/2013,01/25/2013,,01/25/2013,,36.0,36.0,,Y,01/20/2014,28050.0,28050.0,tourist hotel/motel,685.0,tourist hotel/motel,685.0,2.0,,1.0,constr type 1,1.0,constr type 1,,3.0,Financial District/South Beach,94108.0,"(37.7889220191042, -122.40718205137844)",1294323412943.0,76
201301258767,8,otc alterations permit,01/25/2013,0299,019,861,,Sutter,St,,,"#403- kitchen and bathroom remodel, replace cabinets  in kind. no windows or doors on this permit.",complete,04/18/2013,01/25/2013,01/25/2013,04/18/2013,01/25/2013,,6.0,6.0,,,01/20/2014,15000.0,15000.0,apartments,60.0,apartments,60.0,0.0,,3.0,constr type 3,3.0,constr type 3,,3.0,Nob Hill,94109.0,"(37.788197996005636, -122.41442324510548)",129432467222.0,53
201301258771,8,otc alterations permit,01/25/2013,1415,040,209,,18th,Av,,,2nd floor-add 1/2 bathroom in unit #209,complete,03/07/2013,01/25/2013,01/25/2013,03/07/2013,01/25/2013,,3.0,3.0,,,01/20/2014,5000.0,5000.0,2 family dwelling,2.0,2 family dwelling,2.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,1.0,Outer Richmond,94121.0,"(37.78400124279528, -122.47776984744439)",1294325463989.0,33
201301258769,8,otc alterations permit,01/25/2013,0545,019,2642,,Gough,St,0.0,,"add additional laundry, electrical service only, at existing location, no windows, no doors on this permit.",cancelled,08/06/2013,01/25/2013,01/25/2013,,01/25/2013,,3.0,3.0,,,01/20/2014,12000.0,12000.0,apartments,6.0,apartments,6.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,2.0,Marina,94123.0,"(37.79781431267323, -122.42693042599639)",1294326420445.0,90
201301258770,8,otc alterations permit,01/25/2013,0320,011,750,,Ofarrell,St,,,replace sheetrock in bathroom from leak in unit above to comply with nov# 201384062 and vinyl flooring. no windows or doors on this permit.,complete,02/22/2013,01/25/2013,01/25/2013,02/22/2013,01/25/2013,,5.0,5.0,,,01/20/2014,3000.0,5000.0,apartments,47.0,apartments,47.0,0.0,,3.0,constr type 3,3.0,constr type 3,,6.0,Tenderloin,94109.0,"(37.78553967771696, -122.41725255745558)",129432769463.0,18
201301258772,8,otc alterations permit,01/25/2013,0235,022,50,,California,St,,,"removal of hazardous materials from a currently unoccupied full floors, includes demo of  currently unoccupied non-structural partitions, power/data, millwork, plumb & ceiling. (n) work consists of restrm, build back * elev lobby enclosure. space to remain unoccupied after this project. future occup",complete,04/04/2014,01/25/2013,02/28/2013,04/04/2014,02/28/2013,,37.0,37.0,,,02/13/2016,120000.0,150000.0,office,0.0,office,0.0,2.0,,1.0,constr type 1,1.0,constr type 1,,3.0,Financial District/South Beach,94111.0,"(37.79404330589562, -122.39735981949903)",129432863364.0,6
201301258774,8,otc alterations permit,01/25/2013,0235,022,50,,California,St,,,evacuation signs for previously approved pa#2012-10-03-1190,filed,01/25/2013,01/25/2013,,,,,37.0,37.0,,Y,,2000.0,0.0,office,0.0,office,0.0,2.0,,1.0,constr type 1,1.0,constr type 1,,3.0,Financial District/South Beach,94111.0,"(37.79404330589562, -122.39735981949903)",129432963364.0,2
M368247,8,otc alterations permit,01/25/2013,0681,039,2130,,Post,St,,,street space,issued,01/25/2013,01/25/2013,01/25/2013,,01/25/2013,,,,,,,,1.0,,,,,,,,,,,,5.0,Japantown,94115.0,"(37.78493234166074, -122.43702588793391)",129433078785.0,26
201301258775,8,otc alterations permit,01/25/2013,1456,027,470,,25th,Av,,,replace 4 front windows & 2 windows at lightwell. 4 vinyle windows at front & 2 vinyle windows at lightwell.  same for same.,complete,05/15/2013,01/25/2013,01/25/2013,05/15/2013,01/25/2013,,3.0,3.0,,,01/20/2014,3000.0,3000.0,apartments,4.0,apartments,4.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,1.0,Outer Richmond,94121.0,"(37.78072622773364, -122.48445352884838)",1294331100468.0,25
201301258776,8,otc alterations permit,01/25/2013,3609,027,981,,Valencia,St,,,"abatement of nov#201274643. replace extg broken 42"" guardrailing along roof access as required (new gate)",filed,01/25/2013,01/25/2013,,,,,3.0,3.0,,,,1000.0,0.0,apartments,3.0,apartments,3.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,9.0,Mission,94110.0,"(37.75722380351641, -122.42085045637303)",1294333248340.0,13
201301258776,8,otc alterations permit,01/25/2013,3609,027,985,,Valencia,St,,,"abatement of nov#201274643. replace extg broken 42"" guardrailing along roof access as required (new gate)",filed,01/25/2013,01/25/2013,,,,,3.0,3.0,,,,1000.0,0.0,apartments,3.0,apartments,3.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,9.0,Mission,94110.0,"(37.75722380351641, -122.42085045637303)",1294334278006.0,63
201301258777,8,otc alterations permit,01/25/2013,3753,140,935,,Folsom,St,,,"correction notice for pa#2011-07-08-9760. provide head of wall as built details, details a,2, & a9.3 at interior partitions at termination at underside of roof.",complete,01/24/2014,01/25/2013,02/04/2013,01/24/2014,02/04/2013,,2.0,2.0,,,01/30/2014,35000.0,35000.0,garment shops,0.0,sfpd or sffd station,0.0,2.0,,2.0,constr type 2,2.0,constr type 2,,6.0,South of Market,94107.0,"(37.779325128878824, -122.40397907859005)",1294335166255.0,91
201301258778,8,otc alterations permit,01/25/2013,3704,069,973,,Market,St,,,to distinguish the (e) construction b/t the original construction's the construction done for pa# 200509082313 & pa# 20051195954.  documentation is attached indicating the existing construciton under these 2 permits was investigated & documented w/a report by applied materials & engineering dated,filed,01/25/2013,01/25/2013,,,,,8.0,9.0,,,,1.0,0.0,apartments,66.0,apartments,67.0,2.0,,1.0,constr type 1,1.0,constr type 1,,6.0,South of Market,94103.0,"(37.78242401970571, -122.40935022278698)",1294336164405.0,62
201301258779,8,otc alterations permit,01/25/2013,4991,607,112,,Diamond Cove,Tr,,,bldg 16 floor & roof truss designs reference pa#2005-1228-1121,complete,02/27/2013,01/25/2013,02/11/2013,02/27/2013,02/11/2013,,,3.0,,,02/06/2014,1.0,1.0,vacant lot,,apartments,4.0,2.0,,,,5.0,wood frame (5),,10.0,Bayview Hunters Point,94134.0,"(37.71291861840114, -122.39459485707926)",1294337459173.0,57
201301258780,8,otc alterations permit,01/25/2013,3708,095,560,,Mission,St,,,"add, relocate, and remove fire sprinkler heads per tenant improvement. add 5, 59 relocates, 11 removed",complete,02/05/2013,01/25/2013,01/25/2013,02/05/2013,01/25/2013,,31.0,31.0,,Y,01/20/2014,32896.0,32896.0,office,0.0,office,0.0,2.0,,1.0,constr type 1,1.0,constr type 1,,6.0,Financial District/South Beach,94105.0,"(37.78885924943008, -122.39935461467559)",1294338454613.0,37
M368267,8,otc alterations permit,01/25/2013,0235,009,20,,California,St,,,street space,issued,01/25/2013,01/25/2013,01/25/2013,,01/25/2013,,,,,,,,1.0,,,,,,,,,,,,3.0,Financial District/South Beach,94111.0,"(37.7938962379735, -122.39696898994384)",129433963361.0,45
201301258781,8,otc alterations permit,01/25/2013,0341,007,34,,Mason,St,,,revision to a3. modification of partiton wall. 201208318753. alter shape of wall. interior work only,complete,07/05/2013,01/25/2013,01/25/2013,07/05/2013,01/25/2013,,3.0,3.0,,,01/20/2014,2000.0,2000.0,food/beverage hndlng,0.0,food/beverage hndlng,0.0,2.0,,3.0,constr type 3,3.0,constr type 3,,6.0,Tenderloin,94102.0,"(37.78397622006258, -122.40898103447681)",129434069987.0,21
201301258781,8,otc alterations permit,01/25/2013,0341,007,38,,Mason,St,,,revision to a3. modification of partiton wall. 201208318753. alter shape of wall. interior work only,complete,07/05/2013,01/25/2013,01/25/2013,07/05/2013,01/25/2013,,3.0,3.0,,,01/20/2014,2000.0,2000.0,food/beverage hndlng,0.0,food/beverage hndlng,0.0,2.0,,3.0,constr type 3,3.0,constr type 3,,6.0,Tenderloin,94102.0,"(37.78397622006258, -122.40898103447681)",1294341357277.0,69
201301258782,8,otc alterations permit,01/25/2013,7051,033,66,,Josiah,Av,,,reroofing,issued,01/25/2013,01/25/2013,01/25/2013,,01/25/2013,,2.0,2.0,,,01/20/2014,7860.0,7860.0,1 family dwelling,1.0,1 family dwelling,1.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,11.0,Oceanview/Merced/Ingleside,94112.0,"(37.71832723889255, -122.45320153565734)",1294342219247.0,49
201301258783,8,otc alterations permit,01/25/2013,3519,005,360,,09th,St,,,voluntary seismic upgrade with steel brace frames & framing alterations. in-fill (e) partial 4th floor & alterations to roof framing & skylights,complete,10/18/2013,01/25/2013,01/29/2013,10/18/2013,01/29/2013,,4.0,4.0,,,01/14/2016,142000.0,200000.0,office,0.0,office,0.0,2.0,,3.0,constr type 3,3.0,constr type 3,,6.0,South of Market,94103.0,"(37.772939982370836, -122.4110319515264)",1294343376888.0,25
201301258784,8,otc alterations permit,01/25/2013,6664,055,231,,Randall,St,,,"revision to comply with complaint #201385463.  revision to pa#201210162102r/1. shotcrete to be used, 4000 psi minimum compressive strength per plan.",complete,04/25/2014,01/25/2013,01/25/2013,04/25/2014,01/25/2013,,2.0,2.0,,,01/20/2014,1.0,5000.0,2 family dwelling,2.0,2 family dwelling,2.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,8.0,Glen Park,94131.0,"(37.739764516547474, -122.42855465690714)",1294344210431.0,12
